"block","agegrp","sex","oud","SMR"
"Methadone","64_65","Male","Nonactive_Noninjection",1.8261
"Methadone","64_65","Male","Nonactive_Injection",4.5889
"Methadone","64_65","Female","Active_Noninjection",2.2898
"Methadone","64_65","Female","Active_Injection",5.6707
"Methadone","64_65","Female","Nonactive_Noninjection",2.3022
"Methadone","64_65","Female","Nonactive_Injection",5.6192
"Methadone","66_67","Male","Active_Noninjection",1.79
"Methadone","66_67","Male","Active_Injection",4.4126
"Methadone","66_67","Male","Nonactive_Noninjection",1.8261
"Methadone","66_67","Male","Nonactive_Injection",4.5889
"Methadone","66_67","Female","Active_Noninjection",2.2898
"Methadone","66_67","Female","Active_Injection",5.6707
"Methadone","66_67","Female","Nonactive_Noninjection",2.3022
"Methadone","66_67","Female","Nonactive_Injection",5.6192
"Methadone","68_69","Male","Active_Noninjection",1.79
"Methadone","68_69","Male","Active_Injection",4.4126
"Methadone","68_69","Male","Nonactive_Noninjection",1.8261
"Methadone","68_69","Male","Nonactive_Injection",4.5889
"Methadone","68_69","Female","Active_Noninjection",2.2898
"Methadone","68_69","Female","Active_Injection",5.6707
"Methadone","68_69","Female","Nonactive_Noninjection",2.3022
"Methadone","68_69","Female","Nonactive_Injection",5.6192
"Methadone","70_71","Male","Active_Noninjection",1.79
"Methadone","70_71","Male","Active_Injection",4.4126
"Methadone","70_71","Male","Nonactive_Noninjection",1.8261
"Methadone","70_71","Male","Nonactive_Injection",4.5889
"Methadone","70_71","Female","Active_Noninjection",2.2898
"Methadone","70_71","Female","Active_Injection",5.6707
"Methadone","70_71","Female","Nonactive_Noninjection",2.3022
"Methadone","70_71","Female","Nonactive_Injection",5.6192
"Methadone","72_73","Male","Active_Noninjection",1.79
"Methadone","72_73","Male","Active_Injection",4.4126
"Methadone","72_73","Male","Nonactive_Noninjection",1.8261
"Methadone","72_73","Male","Nonactive_Injection",4.5889
"Methadone","72_73","Female","Active_Noninjection",2.2898
"Methadone","72_73","Female","Active_Injection",5.6707
"Methadone","72_73","Female","Nonactive_Noninjection",2.3022
"Methadone","72_73","Female","Nonactive_Injection",5.6192
"Methadone","74_75","Male","Active_Noninjection",1.79
"Methadone","74_75","Male","Active_Injection",4.4126
"Methadone","74_75","Male","Nonactive_Noninjection",1.8261
"Methadone","74_75","Male","Nonactive_Injection",4.5889
"Methadone","74_75","Female","Active_Noninjection",2.2898
"Methadone","74_75","Female","Active_Injection",5.6707
"Methadone","74_75","Female","Nonactive_Noninjection",2.3022
"Methadone","74_75","Female","Nonactive_Injection",5.6192
"Methadone","76_77","Male","Active_Noninjection",1.79
"Methadone","76_77","Male","Active_Injection",4.4126
"Methadone","76_77","Male","Nonactive_Noninjection",1.8261
"Methadone","76_77","Male","Nonactive_Injection",4.5889
"Methadone","76_77","Female","Active_Noninjection",2.2898
"Methadone","76_77","Female","Active_Injection",5.6707
"Methadone","76_77","Female","Nonactive_Noninjection",2.3022
"Methadone","76_77","Female","Nonactive_Injection",5.6192
"Methadone","78_79","Male","Active_Noninjection",1.79
"Methadone","78_79","Male","Active_Injection",4.4126
"Methadone","78_79","Male","Nonactive_Noninjection",1.8261
"Methadone","78_79","Male","Nonactive_Injection",4.5889
"Methadone","78_79","Female","Active_Noninjection",2.2898
"Methadone","78_79","Female","Active_Injection",5.6707
"Methadone","78_79","Female","Nonactive_Noninjection",2.3022
"Methadone","78_79","Female","Nonactive_Injection",5.6192
"Methadone","80_81","Male","Active_Noninjection",1.79
"Methadone","80_81","Male","Active_Injection",4.4126
"Methadone","80_81","Male","Nonactive_Noninjection",1.8261
"Methadone","80_81","Male","Nonactive_Injection",4.5889
"Methadone","80_81","Female","Active_Noninjection",2.2898
"Methadone","80_81","Female","Active_Injection",5.6707
"Methadone","80_81","Female","Nonactive_Noninjection",2.3022
"Methadone","80_81","Female","Nonactive_Injection",5.6192
"Methadone","82_83","Male","Active_Noninjection",1.79
"Methadone","82_83","Male","Active_Injection",4.4126
"Methadone","82_83","Male","Nonactive_Noninjection",1.8261
"Methadone","82_83","Male","Nonactive_Injection",4.5889
"Methadone","82_83","Female","Active_Noninjection",2.2898
"Methadone","82_83","Female","Active_Injection",5.6707
"Methadone","82_83","Female","Nonactive_Noninjection",2.3022
"Methadone","82_83","Female","Nonactive_Injection",5.6192
"Methadone","84_85","Male","Active_Noninjection",1.79
"Methadone","84_85","Male","Active_Injection",4.4126
"Methadone","84_85","Male","Nonactive_Noninjection",1.8261
"Methadone","84_85","Male","Nonactive_Injection",4.5889
"Methadone","84_85","Female","Active_Noninjection",2.2898
"Methadone","84_85","Female","Active_Injection",5.6707
"Methadone","84_85","Female","Nonactive_Noninjection",2.3022
"Methadone","84_85","Female","Nonactive_Injection",5.6192
"Methadone","86_87","Male","Active_Noninjection",1.79
"Methadone","86_87","Male","Active_Injection",4.4126
"Methadone","86_87","Male","Nonactive_Noninjection",1.8261
"Methadone","86_87","Male","Nonactive_Injection",4.5889
"Methadone","86_87","Female","Active_Noninjection",2.2898
"Methadone","86_87","Female","Active_Injection",5.6707
"Methadone","86_87","Female","Nonactive_Noninjection",2.3022
"Methadone","86_87","Female","Nonactive_Injection",5.6192
"Methadone","88_89","Male","Active_Noninjection",1.79
"Methadone","88_89","Male","Active_Injection",4.4126
"Methadone","88_89","Male","Nonactive_Noninjection",1.8261
"Methadone","88_89","Male","Nonactive_Injection",4.5889
"Methadone","88_89","Female","Active_Noninjection",2.2898
"Methadone","88_89","Female","Active_Injection",5.6707
"Methadone","88_89","Female","Nonactive_Noninjection",2.3022
"Methadone","88_89","Female","Nonactive_Injection",5.6192
"Methadone","90_91","Male","Active_Noninjection",1.79
"Methadone","90_91","Male","Active_Injection",4.4126
"Methadone","90_91","Male","Nonactive_Noninjection",1.8261
"Methadone","90_91","Male","Nonactive_Injection",4.5889
"Methadone","90_91","Female","Active_Noninjection",2.2898
"Methadone","90_91","Female","Active_Injection",5.6707
"Methadone","90_91","Female","Nonactive_Noninjection",2.3022
"Methadone","90_91","Female","Nonactive_Injection",5.6192
"Methadone","92_93","Male","Active_Noninjection",1.79
"Methadone","92_93","Male","Active_Injection",4.4126
"Methadone","92_93","Male","Nonactive_Noninjection",1.8261
"Methadone","92_93","Male","Nonactive_Injection",4.5889
"Methadone","92_93","Female","Active_Noninjection",2.2898
"Methadone","92_93","Female","Active_Injection",5.6707
"Methadone","92_93","Female","Nonactive_Noninjection",2.3022
"Methadone","92_93","Female","Nonactive_Injection",5.6192
"Methadone","94_95","Male","Active_Noninjection",1.79
"Methadone","94_95","Male","Active_Injection",4.4126
"Methadone","94_95","Male","Nonactive_Noninjection",1.8261
"Methadone","94_95","Male","Nonactive_Injection",4.5889
"Methadone","94_95","Female","Active_Noninjection",2.2898
"Methadone","94_95","Female","Active_Injection",5.6707
"Methadone","94_95","Female","Nonactive_Noninjection",2.3022
"Methadone","94_95","Female","Nonactive_Injection",5.6192
"Methadone","96_97","Male","Active_Noninjection",1.79
"Methadone","96_97","Male","Active_Injection",4.4126
"Methadone","96_97","Male","Nonactive_Noninjection",1.8261
"Methadone","96_97","Male","Nonactive_Injection",4.5889
"Methadone","96_97","Female","Active_Noninjection",2.2898
"Methadone","96_97","Female","Active_Injection",5.6707
"Methadone","96_97","Female","Nonactive_Noninjection",2.3022
"Methadone","96_97","Female","Nonactive_Injection",5.6192
"Methadone","98_99","Male","Active_Noninjection",1.79
"Methadone","98_99","Male","Active_Injection",4.4126
"Methadone","98_99","Male","Nonactive_Noninjection",1.8261
"Methadone","98_99","Male","Nonactive_Injection",4.5889
"Methadone","98_99","Female","Active_Noninjection",2.2898
"Methadone","98_99","Female","Active_Injection",5.6707
"Methadone","98_99","Female","Nonactive_Noninjection",2.3022
"Methadone","98_99","Female","Nonactive_Injection",5.6192
"Detox","10_11","Male","Active_Noninjection",1.79
"Detox","10_11","Male","Active_Injection",4.4126
"Detox","10_11","Male","Nonactive_Noninjection",1.8261
"Detox","10_11","Male","Nonactive_Injection",4.5889
"Detox","10_11","Female","Active_Noninjection",2.2898
"Detox","10_11","Female","Active_Injection",5.6707
"Detox","10_11","Female","Nonactive_Noninjection",2.3022
"Detox","10_11","Female","Nonactive_Injection",5.6192
"Detox","12_13","Male","Active_Noninjection",1.79
"Detox","12_13","Male","Active_Injection",4.4126
"Detox","12_13","Male","Nonactive_Noninjection",1.8261
"Detox","12_13","Male","Nonactive_Injection",4.5889
"Detox","12_13","Female","Active_Noninjection",2.2898
"Detox","12_13","Female","Active_Injection",5.6707
"Detox","12_13","Female","Nonactive_Noninjection",2.3022
"Detox","12_13","Female","Nonactive_Injection",5.6192
"Detox","14_15","Male","Active_Noninjection",1.79
"Detox","14_15","Male","Active_Injection",4.4126
"Detox","14_15","Male","Nonactive_Noninjection",1.8261
"Detox","14_15","Male","Nonactive_Injection",4.5889
"Detox","14_15","Female","Active_Noninjection",2.2898
"Detox","14_15","Female","Active_Injection",5.6707
"Detox","14_15","Female","Nonactive_Noninjection",2.3022
"Detox","14_15","Female","Nonactive_Injection",5.6192
"Detox","16_17","Male","Active_Noninjection",1.79
"Detox","16_17","Male","Active_Injection",4.4126
"Detox","16_17","Male","Nonactive_Noninjection",1.8261
"Detox","16_17","Male","Nonactive_Injection",4.5889
"Detox","16_17","Female","Active_Noninjection",2.2898
"Detox","16_17","Female","Active_Injection",5.6707
"Detox","16_17","Female","Nonactive_Noninjection",2.3022
"Detox","16_17","Female","Nonactive_Injection",5.6192
"Detox","18_19","Male","Active_Noninjection",1.79
"Detox","18_19","Male","Active_Injection",4.4126
"Detox","18_19","Male","Nonactive_Noninjection",1.8261
"Detox","18_19","Male","Nonactive_Injection",4.5889
"Detox","18_19","Female","Active_Noninjection",2.2898
"Detox","18_19","Female","Active_Injection",5.6707
"Detox","18_19","Female","Nonactive_Noninjection",2.3022
"Detox","18_19","Female","Nonactive_Injection",5.6192
"Detox","20_21","Male","Active_Noninjection",1.79
"Detox","20_21","Male","Active_Injection",4.4126
"Detox","20_21","Male","Nonactive_Noninjection",1.8261
"Detox","20_21","Male","Nonactive_Injection",4.5889
"Detox","20_21","Female","Active_Noninjection",2.2898
"Detox","20_21","Female","Active_Injection",5.6707
"Detox","20_21","Female","Nonactive_Noninjection",2.3022
"Detox","20_21","Female","Nonactive_Injection",5.6192
"Detox","22_23","Male","Active_Noninjection",1.79
"Detox","22_23","Male","Active_Injection",4.4126
"Detox","22_23","Male","Nonactive_Noninjection",1.8261
"Detox","22_23","Male","Nonactive_Injection",4.5889
"Detox","22_23","Female","Active_Noninjection",2.2898
"Detox","22_23","Female","Active_Injection",5.6707
"Detox","22_23","Female","Nonactive_Noninjection",2.3022
"Detox","22_23","Female","Nonactive_Injection",5.6192
"Detox","24_25","Male","Active_Noninjection",1.79
"Detox","24_25","Male","Active_Injection",4.4126
"Detox","24_25","Male","Nonactive_Noninjection",1.8261
"Detox","24_25","Male","Nonactive_Injection",4.5889
"Detox","24_25","Female","Active_Noninjection",2.2898
"Detox","24_25","Female","Active_Injection",5.6707
"Detox","24_25","Female","Nonactive_Noninjection",2.3022
"Detox","24_25","Female","Nonactive_Injection",5.6192
"Detox","26_27","Male","Active_Noninjection",1.79
"Detox","26_27","Male","Active_Injection",4.4126
"Detox","26_27","Male","Nonactive_Noninjection",1.8261
"Detox","26_27","Male","Nonactive_Injection",4.5889
"Detox","26_27","Female","Active_Noninjection",2.2898
"Detox","26_27","Female","Active_Injection",5.6707
"Detox","26_27","Female","Nonactive_Noninjection",2.3022
"Detox","26_27","Female","Nonactive_Injection",5.6192
"Detox","28_29","Male","Active_Noninjection",1.79
"Detox","28_29","Male","Active_Injection",4.4126
"Detox","28_29","Male","Nonactive_Noninjection",1.8261
"Detox","28_29","Male","Nonactive_Injection",4.5889
"Detox","28_29","Female","Active_Noninjection",2.2898
"Detox","28_29","Female","Active_Injection",5.6707
"Detox","28_29","Female","Nonactive_Noninjection",2.3022
"Detox","28_29","Female","Nonactive_Injection",5.6192
"Detox","30_31","Male","Active_Noninjection",1.79
"Detox","30_31","Male","Active_Injection",4.4126
"Detox","30_31","Male","Nonactive_Noninjection",1.8261
"Detox","30_31","Male","Nonactive_Injection",4.5889
"Detox","30_31","Female","Active_Noninjection",2.2898
"Detox","30_31","Female","Active_Injection",5.6707
"Detox","30_31","Female","Nonactive_Noninjection",2.3022
"Detox","30_31","Female","Nonactive_Injection",5.6192
"Detox","32_33","Male","Active_Noninjection",1.79
"Detox","32_33","Male","Active_Injection",4.4126
"Detox","32_33","Male","Nonactive_Noninjection",1.8261
"Detox","32_33","Male","Nonactive_Injection",4.5889
"Detox","32_33","Female","Active_Noninjection",2.2898
"Detox","32_33","Female","Active_Injection",5.6707
"Detox","32_33","Female","Nonactive_Noninjection",2.3022
"Detox","32_33","Female","Nonactive_Injection",5.6192
"Detox","34_35","Male","Active_Noninjection",1.79
"Detox","34_35","Male","Active_Injection",4.4126
"Detox","34_35","Male","Nonactive_Noninjection",1.8261
"Detox","34_35","Male","Nonactive_Injection",4.5889
"Detox","34_35","Female","Active_Noninjection",2.2898
"Detox","34_35","Female","Active_Injection",5.6707
"Detox","34_35","Female","Nonactive_Noninjection",2.3022
"Detox","34_35","Female","Nonactive_Injection",5.6192
"Detox","36_37","Male","Active_Noninjection",1.79
"Detox","36_37","Male","Active_Injection",4.4126
"Detox","36_37","Male","Nonactive_Noninjection",1.8261
"Detox","36_37","Male","Nonactive_Injection",4.5889
"Detox","36_37","Female","Active_Noninjection",2.2898
"Detox","36_37","Female","Active_Injection",5.6707
"Detox","36_37","Female","Nonactive_Noninjection",2.3022
"Detox","36_37","Female","Nonactive_Injection",5.6192
"Detox","38_39","Male","Active_Noninjection",1.79
"Detox","38_39","Male","Active_Injection",4.4126
"Detox","38_39","Male","Nonactive_Noninjection",1.8261
"Detox","38_39","Male","Nonactive_Injection",4.5889
"Detox","38_39","Female","Active_Noninjection",2.2898
"Detox","38_39","Female","Active_Injection",5.6707
"Detox","38_39","Female","Nonactive_Noninjection",2.3022
"Detox","38_39","Female","Nonactive_Injection",5.6192
"Detox","40_41","Male","Active_Noninjection",1.79
"Detox","40_41","Male","Active_Injection",4.4126
"Detox","40_41","Male","Nonactive_Noninjection",1.8261
"Detox","40_41","Male","Nonactive_Injection",4.5889
"Detox","40_41","Female","Active_Noninjection",2.2898
"Detox","40_41","Female","Active_Injection",5.6707
"Detox","40_41","Female","Nonactive_Noninjection",2.3022
"Detox","40_41","Female","Nonactive_Injection",5.6192
"Detox","42_43","Male","Active_Noninjection",1.79
"Detox","42_43","Male","Active_Injection",4.4126
"Detox","42_43","Male","Nonactive_Noninjection",1.8261
"Detox","42_43","Male","Nonactive_Injection",4.5889
"Detox","42_43","Female","Active_Noninjection",2.2898
"Detox","42_43","Female","Active_Injection",5.6707
"Detox","42_43","Female","Nonactive_Noninjection",2.3022
"Detox","42_43","Female","Nonactive_Injection",5.6192
"Detox","44_45","Male","Active_Noninjection",1.79
"Detox","44_45","Male","Active_Injection",4.4126
"Detox","44_45","Male","Nonactive_Noninjection",1.8261
"Detox","44_45","Male","Nonactive_Injection",4.5889
"Detox","44_45","Female","Active_Noninjection",2.2898
"Detox","44_45","Female","Active_Injection",5.6707
"Detox","44_45","Female","Nonactive_Noninjection",2.3022
"Detox","44_45","Female","Nonactive_Injection",5.6192
"Detox","46_47","Male","Active_Noninjection",1.79
"Detox","46_47","Male","Active_Injection",4.4126
"Detox","46_47","Male","Nonactive_Noninjection",1.8261
"Detox","46_47","Male","Nonactive_Injection",4.5889
"Detox","46_47","Female","Active_Noninjection",2.2898
"Detox","46_47","Female","Active_Injection",5.6707
"Detox","46_47","Female","Nonactive_Noninjection",2.3022
"Detox","46_47","Female","Nonactive_Injection",5.6192
"Detox","48_49","Male","Active_Noninjection",1.79
"Detox","48_49","Male","Active_Injection",4.4126
"Detox","48_49","Male","Nonactive_Noninjection",1.8261
"Detox","48_49","Male","Nonactive_Injection",4.5889
"Detox","48_49","Female","Active_Noninjection",2.2898
"Detox","48_49","Female","Active_Injection",5.6707
"Detox","48_49","Female","Nonactive_Noninjection",2.3022
"Detox","48_49","Female","Nonactive_Injection",5.6192
"Detox","50_51","Male","Active_Noninjection",1.79
"Detox","50_51","Male","Active_Injection",4.4126
"Detox","50_51","Male","Nonactive_Noninjection",1.8261
"Detox","50_51","Male","Nonactive_Injection",4.5889
"Detox","50_51","Female","Active_Noninjection",2.2898
"Detox","50_51","Female","Active_Injection",5.6707
"Detox","50_51","Female","Nonactive_Noninjection",2.3022
"Detox","50_51","Female","Nonactive_Injection",5.6192
