"block","agegrp","sex","oud","healthcare_utilization_cost_healthcare_system"
"Detox","74_75","Female","Nonactive_Noninjection",0
"Detox","74_75","Female","Nonactive_Injection",0
"Detox","76_77","Male","Active_Noninjection",0
"Detox","76_77","Male","Active_Injection",0
"Detox","76_77","Male","Nonactive_Noninjection",0
"Detox","76_77","Male","Nonactive_Injection",0
"Detox","76_77","Female","Active_Noninjection",0
"Detox","76_77","Female","Active_Injection",0
"Detox","76_77","Female","Nonactive_Noninjection",0
"Detox","76_77","Female","Nonactive_Injection",0
"Detox","78_79","Male","Active_Noninjection",0
"Detox","78_79","Male","Active_Injection",0
"Detox","78_79","Male","Nonactive_Noninjection",0
"Detox","78_79","Male","Nonactive_Injection",0
"Detox","78_79","Female","Active_Noninjection",0
"Detox","78_79","Female","Active_Injection",0
"Detox","78_79","Female","Nonactive_Noninjection",0
"Detox","78_79","Female","Nonactive_Injection",0
"Detox","80_81","Male","Active_Noninjection",0
"Detox","80_81","Male","Active_Injection",0
"Detox","80_81","Male","Nonactive_Noninjection",0
"Detox","80_81","Male","Nonactive_Injection",0
"Detox","80_81","Female","Active_Noninjection",0
"Detox","80_81","Female","Active_Injection",0
"Detox","80_81","Female","Nonactive_Noninjection",0
"Detox","80_81","Female","Nonactive_Injection",0
"Detox","82_83","Male","Active_Noninjection",0
"Detox","82_83","Male","Active_Injection",0
"Detox","82_83","Male","Nonactive_Noninjection",0
"Detox","82_83","Male","Nonactive_Injection",0
"Detox","82_83","Female","Active_Noninjection",0
"Detox","82_83","Female","Active_Injection",0
"Detox","82_83","Female","Nonactive_Noninjection",0
"Detox","82_83","Female","Nonactive_Injection",0
"Detox","84_85","Male","Active_Noninjection",0
"Detox","84_85","Male","Active_Injection",0
"Detox","84_85","Male","Nonactive_Noninjection",0
"Detox","84_85","Male","Nonactive_Injection",0
"Detox","84_85","Female","Active_Noninjection",0
"Detox","84_85","Female","Active_Injection",0
"Detox","84_85","Female","Nonactive_Noninjection",0
"Detox","84_85","Female","Nonactive_Injection",0
"Detox","86_87","Male","Active_Noninjection",0
"Detox","86_87","Male","Active_Injection",0
"Detox","86_87","Male","Nonactive_Noninjection",0
"Detox","86_87","Male","Nonactive_Injection",0
"Detox","86_87","Female","Active_Noninjection",0
"Detox","86_87","Female","Active_Injection",0
"Detox","86_87","Female","Nonactive_Noninjection",0
"Detox","86_87","Female","Nonactive_Injection",0
"Detox","88_89","Male","Active_Noninjection",0
"Detox","88_89","Male","Active_Injection",0
"Detox","88_89","Male","Nonactive_Noninjection",0
"Detox","88_89","Male","Nonactive_Injection",0
"Detox","88_89","Female","Active_Noninjection",0
"Detox","88_89","Female","Active_Injection",0
"Detox","88_89","Female","Nonactive_Noninjection",0
"Detox","88_89","Female","Nonactive_Injection",0
"Detox","90_91","Male","Active_Noninjection",0
"Detox","90_91","Male","Active_Injection",0
"Detox","90_91","Male","Nonactive_Noninjection",0
"Detox","90_91","Male","Nonactive_Injection",0
"Detox","90_91","Female","Active_Noninjection",0
"Detox","90_91","Female","Active_Injection",0
"Detox","90_91","Female","Nonactive_Noninjection",0
"Detox","90_91","Female","Nonactive_Injection",0
"Detox","92_93","Male","Active_Noninjection",0
"Detox","92_93","Male","Active_Injection",0
"Detox","92_93","Male","Nonactive_Noninjection",0
"Detox","92_93","Male","Nonactive_Injection",0
"Detox","92_93","Female","Active_Noninjection",0
"Detox","92_93","Female","Active_Injection",0
"Detox","92_93","Female","Nonactive_Noninjection",0
"Detox","92_93","Female","Nonactive_Injection",0
"Detox","94_95","Male","Active_Noninjection",0
"Detox","94_95","Male","Active_Injection",0
"Detox","94_95","Male","Nonactive_Noninjection",0
"Detox","94_95","Male","Nonactive_Injection",0
"Detox","94_95","Female","Active_Noninjection",0
"Detox","94_95","Female","Active_Injection",0
"Detox","94_95","Female","Nonactive_Noninjection",0
"Detox","94_95","Female","Nonactive_Injection",0
"Detox","96_97","Male","Active_Noninjection",0
"Detox","96_97","Male","Active_Injection",0
"Detox","96_97","Male","Nonactive_Noninjection",0
"Detox","96_97","Male","Nonactive_Injection",0
"Detox","96_97","Female","Active_Noninjection",0
"Detox","96_97","Female","Active_Injection",0
"Detox","96_97","Female","Nonactive_Noninjection",0
"Detox","96_97","Female","Nonactive_Injection",0
"Detox","98_99","Male","Active_Noninjection",0
"Detox","98_99","Male","Active_Injection",0
"Detox","98_99","Male","Nonactive_Noninjection",0
"Detox","98_99","Male","Nonactive_Injection",0
"Detox","98_99","Female","Active_Noninjection",0
"Detox","98_99","Female","Active_Injection",0
"Detox","98_99","Female","Nonactive_Noninjection",0
"Detox","98_99","Female","Nonactive_Injection",0
"Post-Buprenorphine","10_11","Male","Active_Noninjection",243
"Post-Buprenorphine","10_11","Male","Active_Injection",355.96
"Post-Buprenorphine","10_11","Male","Nonactive_Noninjection",162.22
"Post-Buprenorphine","10_11","Male","Nonactive_Injection",260.11
"Post-Buprenorphine","10_11","Female","Active_Noninjection",243
"Post-Buprenorphine","10_11","Female","Active_Injection",355.96
"Post-Buprenorphine","10_11","Female","Nonactive_Noninjection",162.22
"Post-Buprenorphine","10_11","Female","Nonactive_Injection",260.11
"Post-Buprenorphine","12_13","Male","Active_Noninjection",243
"Post-Buprenorphine","12_13","Male","Active_Injection",355.96
"Post-Buprenorphine","12_13","Male","Nonactive_Noninjection",162.22
"Post-Buprenorphine","12_13","Male","Nonactive_Injection",260.11
"Post-Buprenorphine","12_13","Female","Active_Noninjection",243
"Post-Buprenorphine","12_13","Female","Active_Injection",355.96
"Post-Buprenorphine","12_13","Female","Nonactive_Noninjection",162.22
"Post-Buprenorphine","12_13","Female","Nonactive_Injection",260.11
"Post-Buprenorphine","14_15","Male","Active_Noninjection",243
"Post-Buprenorphine","14_15","Male","Active_Injection",355.96
"Post-Buprenorphine","14_15","Male","Nonactive_Noninjection",162.22
"Post-Buprenorphine","14_15","Male","Nonactive_Injection",260.11
"Post-Buprenorphine","14_15","Female","Active_Noninjection",243
"Post-Buprenorphine","14_15","Female","Active_Injection",355.96
"Post-Buprenorphine","14_15","Female","Nonactive_Noninjection",162.22
"Post-Buprenorphine","14_15","Female","Nonactive_Injection",260.11
"Post-Buprenorphine","16_17","Male","Active_Noninjection",243
"Post-Buprenorphine","16_17","Male","Active_Injection",355.96
"Post-Buprenorphine","16_17","Male","Nonactive_Noninjection",162.22
"Post-Buprenorphine","16_17","Male","Nonactive_Injection",260.11
"Post-Buprenorphine","16_17","Female","Active_Noninjection",243
"Post-Buprenorphine","16_17","Female","Active_Injection",355.96
"Post-Buprenorphine","16_17","Female","Nonactive_Noninjection",162.22
"Post-Buprenorphine","16_17","Female","Nonactive_Injection",260.11
"Post-Buprenorphine","18_19","Male","Active_Noninjection",243
"Post-Buprenorphine","18_19","Male","Active_Injection",355.96
"Post-Buprenorphine","18_19","Male","Nonactive_Noninjection",162.22
"Post-Buprenorphine","18_19","Male","Nonactive_Injection",260.11
"Post-Buprenorphine","18_19","Female","Active_Noninjection",243
"Post-Buprenorphine","18_19","Female","Active_Injection",355.96
"Post-Buprenorphine","18_19","Female","Nonactive_Noninjection",162.22
"Post-Buprenorphine","18_19","Female","Nonactive_Injection",260.11
"Post-Buprenorphine","20_21","Male","Active_Noninjection",243
"Post-Buprenorphine","20_21","Male","Active_Injection",355.96
"Post-Buprenorphine","20_21","Male","Nonactive_Noninjection",162.22
"Post-Buprenorphine","20_21","Male","Nonactive_Injection",260.11
"Post-Buprenorphine","20_21","Female","Active_Noninjection",243
"Post-Buprenorphine","20_21","Female","Active_Injection",355.96
"Post-Buprenorphine","20_21","Female","Nonactive_Noninjection",162.22
"Post-Buprenorphine","20_21","Female","Nonactive_Injection",260.11
"Post-Buprenorphine","22_23","Male","Active_Noninjection",243
"Post-Buprenorphine","22_23","Male","Active_Injection",355.96
"Post-Buprenorphine","22_23","Male","Nonactive_Noninjection",162.22
"Post-Buprenorphine","22_23","Male","Nonactive_Injection",260.11
"Post-Buprenorphine","22_23","Female","Active_Noninjection",243
"Post-Buprenorphine","22_23","Female","Active_Injection",355.96
"Post-Buprenorphine","22_23","Female","Nonactive_Noninjection",162.22
"Post-Buprenorphine","22_23","Female","Nonactive_Injection",260.11
"Post-Buprenorphine","24_25","Male","Active_Noninjection",301.5
"Post-Buprenorphine","24_25","Male","Active_Injection",426.14
"Post-Buprenorphine","24_25","Male","Nonactive_Noninjection",207.635
"Post-Buprenorphine","24_25","Male","Nonactive_Injection",317.065
"Post-Buprenorphine","24_25","Female","Active_Noninjection",301.5
"Post-Buprenorphine","24_25","Female","Active_Injection",426.14
"Post-Buprenorphine","24_25","Female","Nonactive_Noninjection",207.635
"Post-Buprenorphine","24_25","Female","Nonactive_Injection",317.065
"Post-Buprenorphine","26_27","Male","Active_Noninjection",360
"Post-Buprenorphine","26_27","Male","Active_Injection",496.32
"Post-Buprenorphine","26_27","Male","Nonactive_Noninjection",253.05
"Post-Buprenorphine","26_27","Male","Nonactive_Injection",374.02
"Post-Buprenorphine","26_27","Female","Active_Noninjection",360
"Post-Buprenorphine","26_27","Female","Active_Injection",496.32
"Post-Buprenorphine","26_27","Female","Nonactive_Noninjection",253.05
"Post-Buprenorphine","26_27","Female","Nonactive_Injection",374.02
"Post-Buprenorphine","28_29","Male","Active_Noninjection",360
"Post-Buprenorphine","28_29","Male","Active_Injection",496.32
"Post-Buprenorphine","28_29","Male","Nonactive_Noninjection",253.05
"Post-Buprenorphine","28_29","Male","Nonactive_Injection",374.02
"Post-Buprenorphine","28_29","Female","Active_Noninjection",360
"Post-Buprenorphine","28_29","Female","Active_Injection",496.32
"Post-Buprenorphine","28_29","Female","Nonactive_Noninjection",253.05
"Post-Buprenorphine","28_29","Female","Nonactive_Injection",374.02
"Post-Buprenorphine","30_31","Male","Active_Noninjection",360
"Post-Buprenorphine","30_31","Male","Active_Injection",496.32
"Post-Buprenorphine","30_31","Male","Nonactive_Noninjection",253.05
"Post-Buprenorphine","30_31","Male","Nonactive_Injection",374.02
"Post-Buprenorphine","30_31","Female","Active_Noninjection",360
"Post-Buprenorphine","30_31","Female","Active_Injection",496.32
"Post-Buprenorphine","30_31","Female","Nonactive_Noninjection",253.05
"Post-Buprenorphine","30_31","Female","Nonactive_Injection",374.02
"Post-Buprenorphine","32_33","Male","Active_Noninjection",360
"Post-Buprenorphine","32_33","Male","Active_Injection",496.32
"Post-Buprenorphine","32_33","Male","Nonactive_Noninjection",253.05
"Post-Buprenorphine","32_33","Male","Nonactive_Injection",374.02
"Post-Buprenorphine","32_33","Female","Active_Noninjection",360
"Post-Buprenorphine","32_33","Female","Active_Injection",496.32
"Post-Buprenorphine","32_33","Female","Nonactive_Noninjection",253.05
"Post-Buprenorphine","32_33","Female","Nonactive_Injection",374.02
"Post-Buprenorphine","34_35","Male","Active_Noninjection",360
"Post-Buprenorphine","34_35","Male","Active_Injection",496.32
"Post-Buprenorphine","34_35","Male","Nonactive_Noninjection",253.05
"Post-Buprenorphine","34_35","Male","Nonactive_Injection",374.02
"Post-Buprenorphine","34_35","Female","Active_Noninjection",360
"Post-Buprenorphine","34_35","Female","Active_Injection",496.32
"Post-Buprenorphine","34_35","Female","Nonactive_Noninjection",253.05
"Post-Buprenorphine","34_35","Female","Nonactive_Injection",374.02
"Post-Buprenorphine","36_37","Male","Active_Noninjection",360
"Post-Buprenorphine","36_37","Male","Active_Injection",496.32
"Post-Buprenorphine","36_37","Male","Nonactive_Noninjection",253.05
"Post-Buprenorphine","36_37","Male","Nonactive_Injection",374.02
"Post-Buprenorphine","36_37","Female","Active_Noninjection",360
"Post-Buprenorphine","36_37","Female","Active_Injection",496.32
"Post-Buprenorphine","36_37","Female","Nonactive_Noninjection",253.05
"Post-Buprenorphine","36_37","Female","Nonactive_Injection",374.02
"Post-Buprenorphine","38_39","Male","Active_Noninjection",360
"Post-Buprenorphine","38_39","Male","Active_Injection",496.32
"Post-Buprenorphine","38_39","Male","Nonactive_Noninjection",253.05
"Post-Buprenorphine","38_39","Male","Nonactive_Injection",374.02
"Post-Buprenorphine","38_39","Female","Active_Noninjection",360
"Post-Buprenorphine","38_39","Female","Active_Injection",496.32
"Post-Buprenorphine","38_39","Female","Nonactive_Noninjection",253.05
"Post-Buprenorphine","38_39","Female","Nonactive_Injection",374.02
"Post-Buprenorphine","40_41","Male","Active_Noninjection",360
"Post-Buprenorphine","40_41","Male","Active_Injection",496.32
"Post-Buprenorphine","40_41","Male","Nonactive_Noninjection",253.05
"Post-Buprenorphine","40_41","Male","Nonactive_Injection",374.02
"Post-Buprenorphine","40_41","Female","Active_Noninjection",360
"Post-Buprenorphine","40_41","Female","Active_Injection",496.32
"Post-Buprenorphine","40_41","Female","Nonactive_Noninjection",253.05
"Post-Buprenorphine","40_41","Female","Nonactive_Injection",374.02
"Post-Buprenorphine","42_43","Male","Active_Noninjection",360
"Post-Buprenorphine","42_43","Male","Active_Injection",496.32
"Post-Buprenorphine","42_43","Male","Nonactive_Noninjection",253.05
"Post-Buprenorphine","42_43","Male","Nonactive_Injection",374.02
"Post-Buprenorphine","42_43","Female","Active_Noninjection",360
"Post-Buprenorphine","42_43","Female","Active_Injection",496.32
"Post-Buprenorphine","42_43","Female","Nonactive_Noninjection",253.05
"Post-Buprenorphine","42_43","Female","Nonactive_Injection",374.02
"Post-Buprenorphine","44_45","Male","Active_Noninjection",330.5
"Post-Buprenorphine","44_45","Male","Active_Injection",459.405
"Post-Buprenorphine","44_45","Male","Nonactive_Noninjection",227.51
"Post-Buprenorphine","44_45","Male","Nonactive_Injection",340.345
"Post-Buprenorphine","44_45","Female","Active_Noninjection",330.5
"Post-Buprenorphine","44_45","Female","Active_Injection",459.405
"Post-Buprenorphine","44_45","Female","Nonactive_Noninjection",227.51
"Post-Buprenorphine","44_45","Female","Nonactive_Injection",340.345
"Post-Buprenorphine","46_47","Male","Active_Noninjection",301
"Post-Buprenorphine","46_47","Male","Active_Injection",422.49
"Post-Buprenorphine","46_47","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","46_47","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","46_47","Female","Active_Noninjection",301
"Post-Buprenorphine","46_47","Female","Active_Injection",422.49
"Post-Buprenorphine","46_47","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","46_47","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","48_49","Male","Active_Noninjection",301
"Post-Buprenorphine","48_49","Male","Active_Injection",422.49
"Post-Buprenorphine","48_49","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","48_49","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","48_49","Female","Active_Noninjection",301
"Post-Buprenorphine","48_49","Female","Active_Injection",422.49
"Post-Buprenorphine","48_49","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","48_49","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","50_51","Male","Active_Noninjection",301
"Post-Buprenorphine","50_51","Male","Active_Injection",422.49
"Post-Buprenorphine","50_51","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","50_51","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","50_51","Female","Active_Noninjection",301
"Post-Buprenorphine","50_51","Female","Active_Injection",422.49
"Post-Buprenorphine","50_51","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","50_51","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","52_53","Male","Active_Noninjection",301
"Post-Buprenorphine","52_53","Male","Active_Injection",422.49
"Post-Buprenorphine","52_53","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","52_53","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","52_53","Female","Active_Noninjection",301
"Post-Buprenorphine","52_53","Female","Active_Injection",422.49
"Post-Buprenorphine","52_53","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","52_53","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","54_55","Male","Active_Noninjection",301
"Post-Buprenorphine","54_55","Male","Active_Injection",422.49
"Post-Buprenorphine","54_55","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","54_55","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","54_55","Female","Active_Noninjection",301
"Post-Buprenorphine","54_55","Female","Active_Injection",422.49
"Post-Buprenorphine","54_55","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","54_55","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","56_57","Male","Active_Noninjection",301
"Post-Buprenorphine","56_57","Male","Active_Injection",422.49
"Post-Buprenorphine","56_57","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","56_57","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","56_57","Female","Active_Noninjection",301
"Post-Buprenorphine","56_57","Female","Active_Injection",422.49
"Post-Buprenorphine","56_57","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","56_57","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","58_59","Male","Active_Noninjection",301
"Post-Buprenorphine","58_59","Male","Active_Injection",422.49
"Post-Buprenorphine","58_59","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","58_59","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","58_59","Female","Active_Noninjection",301
"Post-Buprenorphine","58_59","Female","Active_Injection",422.49
"Post-Buprenorphine","58_59","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","58_59","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","60_61","Male","Active_Noninjection",301
"Post-Buprenorphine","60_61","Male","Active_Injection",422.49
"Post-Buprenorphine","60_61","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","60_61","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","60_61","Female","Active_Noninjection",301
"Post-Buprenorphine","60_61","Female","Active_Injection",422.49
"Post-Buprenorphine","60_61","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","60_61","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","62_63","Male","Active_Noninjection",301
"Post-Buprenorphine","62_63","Male","Active_Injection",422.49
"Post-Buprenorphine","62_63","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","62_63","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","62_63","Female","Active_Noninjection",301
"Post-Buprenorphine","62_63","Female","Active_Injection",422.49
"Post-Buprenorphine","62_63","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","62_63","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","64_65","Male","Active_Noninjection",301
"Post-Buprenorphine","64_65","Male","Active_Injection",422.49
"Post-Buprenorphine","64_65","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","64_65","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","64_65","Female","Active_Noninjection",301
"Post-Buprenorphine","64_65","Female","Active_Injection",422.49
"Post-Buprenorphine","64_65","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","64_65","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","66_67","Male","Active_Noninjection",301
"Post-Buprenorphine","66_67","Male","Active_Injection",422.49
"Post-Buprenorphine","66_67","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","66_67","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","66_67","Female","Active_Noninjection",301
"Post-Buprenorphine","66_67","Female","Active_Injection",422.49
"Post-Buprenorphine","66_67","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","66_67","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","68_69","Male","Active_Noninjection",301
"Post-Buprenorphine","68_69","Male","Active_Injection",422.49
"Post-Buprenorphine","68_69","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","68_69","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","68_69","Female","Active_Noninjection",301
"Post-Buprenorphine","68_69","Female","Active_Injection",422.49
"Post-Buprenorphine","68_69","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","68_69","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","70_71","Male","Active_Noninjection",301
"Post-Buprenorphine","70_71","Male","Active_Injection",422.49
"Post-Buprenorphine","70_71","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","70_71","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","70_71","Female","Active_Noninjection",301
"Post-Buprenorphine","70_71","Female","Active_Injection",422.49
"Post-Buprenorphine","70_71","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","70_71","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","72_73","Male","Active_Noninjection",301
"Post-Buprenorphine","72_73","Male","Active_Injection",422.49
"Post-Buprenorphine","72_73","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","72_73","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","72_73","Female","Active_Noninjection",301
"Post-Buprenorphine","72_73","Female","Active_Injection",422.49
"Post-Buprenorphine","72_73","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","72_73","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","74_75","Male","Active_Noninjection",301
"Post-Buprenorphine","74_75","Male","Active_Injection",422.49
"Post-Buprenorphine","74_75","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","74_75","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","74_75","Female","Active_Noninjection",301
"Post-Buprenorphine","74_75","Female","Active_Injection",422.49
"Post-Buprenorphine","74_75","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","74_75","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","76_77","Male","Active_Noninjection",301
"Post-Buprenorphine","76_77","Male","Active_Injection",422.49
"Post-Buprenorphine","76_77","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","76_77","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","76_77","Female","Active_Noninjection",301
"Post-Buprenorphine","76_77","Female","Active_Injection",422.49
"Post-Buprenorphine","76_77","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","76_77","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","78_79","Male","Active_Noninjection",301
"Post-Buprenorphine","78_79","Male","Active_Injection",422.49
"Post-Buprenorphine","78_79","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","78_79","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","78_79","Female","Active_Noninjection",301
"Post-Buprenorphine","78_79","Female","Active_Injection",422.49
"Post-Buprenorphine","78_79","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","78_79","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","80_81","Male","Active_Noninjection",301
"Post-Buprenorphine","80_81","Male","Active_Injection",422.49
"Post-Buprenorphine","80_81","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","80_81","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","80_81","Female","Active_Noninjection",301
"Post-Buprenorphine","80_81","Female","Active_Injection",422.49
"Post-Buprenorphine","80_81","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","80_81","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","82_83","Male","Active_Noninjection",301
"Post-Buprenorphine","82_83","Male","Active_Injection",422.49
"Post-Buprenorphine","82_83","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","82_83","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","82_83","Female","Active_Noninjection",301
"Post-Buprenorphine","82_83","Female","Active_Injection",422.49
"Post-Buprenorphine","82_83","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","82_83","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","84_85","Male","Active_Noninjection",301
"Post-Buprenorphine","84_85","Male","Active_Injection",422.49
"Post-Buprenorphine","84_85","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","84_85","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","84_85","Female","Active_Noninjection",301
"Post-Buprenorphine","84_85","Female","Active_Injection",422.49
"Post-Buprenorphine","84_85","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","84_85","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","86_87","Male","Active_Noninjection",301
"Post-Buprenorphine","86_87","Male","Active_Injection",422.49
"Post-Buprenorphine","86_87","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","86_87","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","86_87","Female","Active_Noninjection",301
"Post-Buprenorphine","86_87","Female","Active_Injection",422.49
"Post-Buprenorphine","86_87","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","86_87","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","88_89","Male","Active_Noninjection",301
"Post-Buprenorphine","88_89","Male","Active_Injection",422.49
"Post-Buprenorphine","88_89","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","88_89","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","88_89","Female","Active_Noninjection",301
"Post-Buprenorphine","88_89","Female","Active_Injection",422.49
"Post-Buprenorphine","88_89","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","88_89","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","90_91","Male","Active_Noninjection",301
"Post-Buprenorphine","90_91","Male","Active_Injection",422.49
"Post-Buprenorphine","90_91","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","90_91","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","90_91","Female","Active_Noninjection",301
"Post-Buprenorphine","90_91","Female","Active_Injection",422.49
"Post-Buprenorphine","90_91","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","90_91","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","92_93","Male","Active_Noninjection",301
"Post-Buprenorphine","92_93","Male","Active_Injection",422.49
"Post-Buprenorphine","92_93","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","92_93","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","92_93","Female","Active_Noninjection",301
"Post-Buprenorphine","92_93","Female","Active_Injection",422.49
"Post-Buprenorphine","92_93","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","92_93","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","94_95","Male","Active_Noninjection",301
"Post-Buprenorphine","94_95","Male","Active_Injection",422.49
"Post-Buprenorphine","94_95","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","94_95","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","94_95","Female","Active_Noninjection",301
"Post-Buprenorphine","94_95","Female","Active_Injection",422.49
"Post-Buprenorphine","94_95","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","94_95","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","96_97","Male","Active_Noninjection",301
"Post-Buprenorphine","96_97","Male","Active_Injection",422.49
"Post-Buprenorphine","96_97","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","96_97","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","96_97","Female","Active_Noninjection",301
"Post-Buprenorphine","96_97","Female","Active_Injection",422.49
"Post-Buprenorphine","96_97","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","96_97","Female","Nonactive_Injection",306.67
"Post-Buprenorphine","98_99","Male","Active_Noninjection",301
"Post-Buprenorphine","98_99","Male","Active_Injection",422.49
"Post-Buprenorphine","98_99","Male","Nonactive_Noninjection",201.97
"Post-Buprenorphine","98_99","Male","Nonactive_Injection",306.67
"Post-Buprenorphine","98_99","Female","Active_Noninjection",301
"Post-Buprenorphine","98_99","Female","Active_Injection",422.49
"Post-Buprenorphine","98_99","Female","Nonactive_Noninjection",201.97
"Post-Buprenorphine","98_99","Female","Nonactive_Injection",306.67
"Post-Naltrexone","10_11","Male","Active_Noninjection",243
"Post-Naltrexone","10_11","Male","Active_Injection",355.96
"Post-Naltrexone","10_11","Male","Nonactive_Noninjection",162.22
"Post-Naltrexone","10_11","Male","Nonactive_Injection",260.11
